d,l,nc,w,association,birth_date,class,country,dob,fname,height1,height2,lname,locality,name1,nick1,nick2,reach,sapm,slpm,stance,str_acc,str_def,sub_avg,td_acc,td_avg,td_def,weight1,weight2
0,4,,4,,,,,,Carter,73.0,,Williams,,Carter Williams,The Beast,,,2.32,1.55,Orthodox,0.36,0.58,0.0,0.33,2.9,1.0,265.0,
0,3,,15,,,,,1990-08-11,Emmanuel,69.0,,Sanchez,,Emmanuel Sanchez,El Matador,,71.0,4.17,4.45,,0.35,0.55,0.5,0.06,0.25,0.16,145.0,
0,2,,0,,,,,1968-04-24,Yuji,72.0,,Nagata,,Yuji Nagata,,,,14.46,1.45,Orthodox,0.4,0.04,0.0,0.0,0.0,0.0,225.0,
0,3,,4,,,,,1988-08-17,Hector,71.0,,Aldana,,Hector Aldana,El Charro,,72.0,5.21,4.36,Orthodox,0.41,0.62,0.0,1.0,1.21,0.0,170.0,
1,5,,11,,,,,1981-11-22,Rolando,75.0,,Delgado,,Rolando Delgado,Roli,,77.0,1.83,1.56,Orthodox,0.4,0.62,3.5,0.22,1.17,0.0,155.0,
0,1,,15,,,,,1987-12-18,Deiveson,65.0,,Figueiredo,,Deiveson Figueiredo,Deus da Guerra,,68.0,1.65,1.91,Orthodox,0.48,0.52,2.9,0.46,1.82,0.47,125.0,
0,0,,7,,,,,1994-02-11,Roosevelt,74.0,,Roberts,,Roosevelt Roberts,The Predator,,73.0,1.99,4.32,Orthodox,0.62,0.52,2.5,0.75,3.73,1.0,155.0,
0,3,,4,,,,,,Sam,,,Liera,,Sam Liera,,,,7.36,0.82,,0.6,0.51,0.0,0.0,0.0,0.66,,
0,0,,11,,,,,1989-12-26,Dominick,76.0,,Reyes,,Dominick Reyes,The Devastator,,77.0,2.27,5.05,Southpaw,0.52,0.58,0.4,0.16,0.4,0.85,205.0,
0,2,,12,,,,,1992-02-15,Khalid,65.0,,Taha,,Khalid Taha,The Warrior,,69.0,3.0,2.13,Orthodox,0.56,0.34,0.0,0.0,0.0,0.45,135.0,
0,3,,4,,,,,1989-03-17,Jamie,61.0,,Moyle,,Jamie Moyle,,,65.0,4.0,4.51,Orthodox,0.51,0.65,0.0,0.21,1.0,0.5,115.0,
0,2,,3,,,,,1984-10-06,Anna,63.0,,Elmose,,Anna Elmose,Panda,,65.0,4.64,3.68,Orthodox,0.49,0.56,0.0,0.0,0.0,0.33,115.0,
0,6,,7,,,,,1976-02-01,Brandon,67.0,,Shuey,,Brandon Shuey,Big Dawg,,,1.36,0.68,Orthodox,0.33,0.0,10.2,0.0,0.0,0.0,155.0,
1,3,,8,,,,,1990-11-12,Don,72.0,,Madge,,Don Madge,Magic Man,,72.0,0.96,4.01,Southpaw,0.67,0.66,2.9,0.0,0.0,0.0,155.0,
0,3,1.0,4,,,,,1971-03-09,Jerrel,73.0,,Venetiaan,,Jerrel Venetiaan,,,,1.51,0.81,Orthodox,0.33,0.67,0.0,0.0,0.0,0.6,195.0,
0,5,1.0,4,,,,,,Walter,68.0,,Smith-Cotito,,Walter Smith-Cotito,,,,3.53,2.95,,0.36,0.68,0.0,0.33,2.16,0.57,135.0,
0,3,,7,,,,,1986-07-05,Maurice,79.0,,Greene,,Maurice Greene,The Crochet Boss,,82.0,3.83,4.58,,0.44,0.53,0.9,0.0,0.0,0.66,258.0,
0,13,,11,,,,,1973-03-11,Wataru,69.0,,Sakata,,Wataru Sakata,,,,2.08,1.11,Southpaw,0.61,0.31,0.0,0.0,0.0,0.0,195.0,
0,5,,11,,,,,1982-03-31,Fabio,71.0,,Silva,,Fabio Silva,,,,5.9,0.09,Orthodox,0.11,0.38,0.0,0.0,0.0,0.0,205.0,
0,1,,17,,,,,1991-03-01,Zabit,73.0,,Magomedsharipov,,Zabit Magomedsharipov,,,73.0,2.44,4.53,Orthodox,0.53,0.66,1.0,0.59,6.23,0.77,145.0,
2,6,,15,,,,,,Yukiya,73.0,,Naito,,Yukiya Naito,,,,5.13,1.54,Orthodox,0.33,0.6,0.0,0.0,0.0,0.0,205.0,
0,8,,17,,,,,1990-05-29,Steven,70.0,,Peterson,,Steven Peterson,Ocho,,70.0,5.0,4.38,Orthodox,0.34,0.56,0.5,0.25,2.25,0.85,145.0,
0,2,,2,,,,,1976-03-22,Ricardo,73.0,,Barros,,Ricardo Barros,,,,8.22,0.0,,0.0,0.31,0.0,0.0,0.0,1.0,205.0,
0,4,,14,,,,,1986-07-19,Hector,62.0,,Sandoval,,Hector Sandoval,Kid Alex,,64.0,2.33,3.31,Orthodox,0.52,0.65,1.4,0.25,3.49,0.71,125.0,
0,7,,14,,,,,1981-03-27,Noah,69.0,,Thomas,,Noah Thomas,,,,4.99,0.44,Orthodox,0.13,0.33,1.3,0.0,0.0,0.0,135.0,
0,3,,8,,,,,1990-11-12,Vince,67.0,,Morales,,Vince Morales,Vandetta,,70.0,5.17,5.85,Orthodox,0.43,0.52,0.0,0.0,0.0,0.25,135.0,
0,6,,12,,,,,1991-02-02,Eric,66.0,,Shelton,,Eric Shelton,Showtime,,68.0,1.88,2.57,Orthodox,0.42,0.63,0.2,0.51,2.83,0.46,125.0,
0,3,,0,,,,,,Tsuyoshi,72.0,,Tamakairiki,,Tsuyoshi Tamakairiki,,,,26.67,0.0,Orthodox,0.0,0.5,0.0,0.0,0.0,0.0,220.0,
0,5,,8,,,,,,Kaline,63.0,,Medeiros,,Kaline Medeiros,The Dark Angel,,,0.29,2.06,,0.7,0.83,4.4,1.0,4.41,0.0,115.0,
0,15,,22,,,,,,Del,65.0,,Hawkins,,Del Hawkins,The Filipino Delight,,,2.01,1.15,Orthodox,0.27,0.46,0.0,0.0,0.0,0.0,135.0,
0,5,,10,,,,,1986-09-29,Eric,73.0,,Spicely,,Eric Spicely,Zebrinha,,73.0,3.02,2.01,Orthodox,0.4,0.58,1.5,0.2,1.95,0.0,185.0,
0,5,,16,,,,,1990-08-01,David,72.0,,Zawada,,David Zawada,Sagat,,75.0,4.6,3.64,Orthodox,0.42,0.56,2.6,0.22,1.03,0.75,170.0,
0,4,,13,,,,,1966-09-28,Mario,74.0,,Sperry,,Mario Sperry,Zen Machine,,,1.53,2.81,Orthodox,0.52,0.47,1.4,0.42,2.09,0.71,205.0,
0,3,,8,,,,,1984-10-26,Cindy,67.0,,Dandois,,Cindy Dandois,Battle Cat,,68.0,3.4,3.13,Orthodox,0.32,0.58,0.0,0.55,5.0,0.0,135.0,
0,7,,14,,,,,1979-09-12,Ray,71.0,,Steinbeiss,,Ray Steinbeiss,Ipswitch Cobra,,,0.0,0.0,Orthodox,0.0,1.0,0.0,0.0,0.0,0.0,170.0,
0,6,,8,,,,,1984-11-07,Polo,71.0,,Reyes,,Polo Reyes,El Toro,,71.0,5.21,6.13,,0.36,0.61,0.0,0.0,0.0,0.38,155.0,
1,8,,19,,,,,1985-03-29,Chase,67.0,,Beebe,,Chase Beebe,,,67.0,1.64,2.17,Orthodox,0.38,0.69,0.9,0.42,2.49,0.41,135.0,
0,1,,15,,,,,1992-08-31,Ricky,66.0,,Simon,,Ricky Simon,,,69.0,3.1,2.68,Orthodox,0.4,0.69,0.2,0.52,6.75,0.73,135.0,
0,1,,0,,,,,,Brooke,67.0,,Mayo,,Brooke Mayo,The Bully,,,3.2,1.92,,0.34,0.63,2.1,0.6,3.2,0.0,125.0,
0,5,,6,,,,,1979-12-08,Makoto,67.0,,Takimoto,,Makoto Takimoto,,,,1.71,1.37,Southpaw,0.39,0.55,1.1,0.5,1.48,0.25,205.0,
0,7,1.0,15,,,,,1984-03-21,Rony,67.0,,Jason,,Rony Jason,,,70.0,3.14,2.04,Orthodox,0.44,0.53,0.8,0.3,0.59,0.36,145.0,
1,3,,4,,,,,,Richard,73.0,,Dalton,,Richard Dalton,,,,3.27,1.2,Orthodox,0.69,0.25,0.0,0.11,1.0,0.0,205.0,
1,13,1.0,10,,,,,,Kevin,71.0,,Roddy,,Kevin Roddy,K-Rod,,,2.38,2.64,,0.3,0.6,0.0,0.0,0.0,0.5,145.0,
0,3,,5,,,,,,Yurij,68.0,,Kiseliov,,Yurij Kiseliov,Playboy,,,0.0,4.88,Orthodox,0.87,0.0,0.0,0.0,0.0,0.5,185.0,
0,3,,7,,,,,1992-09-29,JJ,65.0,,Aldrich,,JJ Aldrich,,,67.0,4.22,3.65,Southpaw,0.38,0.61,0.0,0.16,0.22,0.58,125.0,
0,1,,13,,,,,1982-09-06,Claudio,71.0,,Silva,,Claudio Silva,Hannibal,,71.0,2.25,2.27,Southpaw,0.46,0.45,1.9,0.31,3.18,0.5,170.0,
1,5,,9,,,,,,Tomomi,63.0,,Iwama,,Tomomi Iwama,,,,3.0,1.0,Orthodox,0.2,0.7,0.0,0.0,0.0,0.0,155.0,
0,5,1.0,13,,,,,1986-04-05,Nico,72.0,,Musoke,,Nico Musoke,Nico,,75.0,3.8,3.56,Orthodox,0.35,0.57,0.2,0.19,1.16,0.82,170.0,
1,4,,4,,,,,1993-04-08,Julija,67.0,,Stoliarenko,,Julija Stoliarenko,,,66.0,4.87,3.8,,0.36,0.59,1.0,0.0,0.0,1.0,145.0,
0,5,,10,,,,,1982-03-19,Courtney,70.0,,Buck,,Courtney Buck,,,,3.24,1.49,Orthodox,0.28,0.54,0.0,0.0,0.0,0.33,135.0,
0,5,,22,,,,,1992-03-21,Alex,66.0,,Perez,,Alex Perez,,,65.0,3.11,4.68,Orthodox,0.48,0.61,1.2,0.47,3.13,0.87,135.0,
0,5,,6,,,,,1990-04-15,Gabrielle,63.0,,Holloway,,Gabrielle Holloway,Gabanator,,,3.07,0.7,,0.42,0.34,1.0,0.35,3.0,0.16,145.0,
0,1,,6,,,,,1989-11-16,Justin,74.0,,Sumter,,Justin Sumter,The Fort,,80.0,2.77,1.38,Southpaw,0.5,0.37,0.0,1.0,4.15,0.0,185.0,
0,2,,8,,,,,1990-05-04,Molly,64.0,,McCann,,Molly McCann,Meatball,,62.0,4.17,5.3,Orthodox,0.5,0.67,1.4,0.18,1.36,0.5,125.0,
0,4,,26,,,,,1987-07-07,Patricio,65.0,,Freire,,Patricio Freire,Pitbull,,65.0,4.43,2.84,,0.41,0.6,0.6,0.18,0.6,0.94,145.0,
0,1,,7,,,,,1992-04-24,Montel,70.0,,Jackson,,Montel Jackson,Quik,,75.0,1.8,3.67,Southpaw,0.45,0.58,0.5,1.0,2.59,0.68,135.0,
0,2,,0,,,,,,Eddy,73.0,,Millis,,Eddy Millis,,,,3.36,0.0,,0.0,0.22,7.2,0.0,0.0,0.0,185.0,
0,1,,3,,,,,1982-02-13,Ewerton,73.0,,Teixeira,,Ewerton Teixeira,,,,3.22,2.0,,0.39,0.35,0.0,0.0,0.0,0.33,242.0,
0,2,,1,,,,,,Ilya,,,Kotau,,Ilya Kotau,,,,4.38,3.94,,0.4,0.44,6.6,1.0,6.57,1.0,170.0,
0,5,,10,,,,,1988-08-20,Javy,73.0,,Ayala,,Javy Ayala,Eye Candy,,,5.0,0.83,,0.25,0.33,0.0,0.0,0.0,0.0,265.0,
1,7,,5,,,,,1978-10-24,Kazuhiro,72.0,,Hamanaka,,Kazuhiro Hamanaka,,,,0.91,1.7,Southpaw,0.37,0.6,0.0,0.0,0.0,0.5,185.0,
0,1,,5,,,,,1985-10-18,Dennis,72.0,,Bryant,,Dennis Bryant,The Beard,,72.0,10.56,10.56,Orthodox,0.59,0.13,0.0,0.0,0.0,0.0,205.0,
0,16,,11,,,,,,Aurelijus,,,Kerpe,,Aurelijus Kerpe,,,,8.21,1.26,Orthodox,0.16,0.31,0.0,0.0,0.0,0.0,,
0,6,,3,,,,,1975-12-18,Kim,68.0,,Couture,,Kim Couture,Sugar Free,,,2.31,12.12,Orthodox,0.8,0.69,0.0,0.0,0.0,0.0,135.0,
0,0,,6,,,,,1994-04-18,Chibwikem,75.0,,Onyenegecha-Palmer,,Chibwikem Onyenegecha-Palmer,,,76.0,3.4,5.6,Orthodox,0.55,0.52,0.0,0.0,0.0,1.0,185.0,
0,4,,9,,,,,1989-10-25,Danielle,60.0,,Taylor,,Danielle Taylor,Dynamite,,60.0,3.31,2.75,Orthodox,0.29,0.71,0.2,0.2,0.2,0.7,115.0,
0,2,,5,,,,,1988-12-16,Nicco,65.0,,Montano,,Nicco Montano,,,65.0,5.28,7.44,Southpaw,0.4,0.67,0.6,0.5,1.8,0.77,125.0,
0,4,,6,,,,,1986-05-07,Jodie,63.0,,Esquibel,,Jodie Esquibel,,,64.0,8.5,4.87,Orthodox,0.4,0.52,0.0,0.0,0.0,0.87,115.0,
0,5,,8,,,,,1977-11-27,Marcelo,73.0,,Brito,,Marcelo Brito,Jungle Boy,,,3.53,0.6,Orthodox,0.2,0.55,0.0,0.0,0.0,0.5,170.0,
0,6,,13,,,,,1988-10-23,Andre,69.0,,Soukhamthath,,Andre Soukhamthath,The Asian Sensation,,70.0,3.89,3.22,Orthodox,0.45,0.54,0.2,0.63,1.59,0.75,135.0,
0,7,1.0,15,,,,,1980-07-30,Marius,69.0,,Zaromskis,,Marius Zaromskis,The Whitemare,,,5.93,5.02,Orthodox,0.34,0.5,0.0,0.42,0.73,0.73,170.0,
0,5,,2,,,,,,Joe,75.0,,Schilling,,Joe Schilling,,,,2.64,2.84,,0.52,0.48,0.0,0.0,0.0,0.44,185.0,
2,4,,8,,,,,,Junya,,,Kudo,,Junya Kudo,,,,4.44,1.85,Orthodox,0.71,0.33,0.0,0.0,0.0,0.0,135.0,
0,3,,4,,,,,1970-07-08,Taiei,71.0,,Kin,,Taiei Kin,,,,1.33,2.71,Orthodox,0.6,0.52,0.0,0.0,0.0,0.55,185.0,
0,3,,8,,,,,1986-04-08,Danny,72.0,,Downes,,Danny Downes,,,72.0,3.53,1.66,Orthodox,0.34,0.37,0.5,0.0,0.0,0.37,155.0,
3,11,1.0,18,,,,,1977-10-08,Jean,66.0,,Silva,,Jean Silva,White Bear,,,2.93,0.73,Orthodox,0.22,0.52,0.0,0.0,0.0,0.0,160.0,
0,3,1.0,17,,,,,,JJ,70.0,,Ambrose,,JJ Ambrose,,,,6.32,3.16,Orthodox,0.69,0.33,0.0,0.0,0.0,0.5,170.0,
0,5,,5,,,,,,Federico,64.0,,Lopez,,Federico Lopez,Kiko,,,5.35,1.78,Orthodox,0.23,0.3,0.0,0.0,0.0,0.0,139.0,
0,6,,14,,,,,1985-04-25,Martin,73.0,,Svensson,,Martin Svensson,Big Swede,,72.0,5.91,2.02,,0.38,0.38,0.0,0.0,0.0,0.0,155.0,
0,2,,4,,,,,,Scott,,,Ettling,,Scott Ettling,,,,0.54,0.0,,0.0,0.83,0.0,1.0,8.04,0.0,135.0,
0,4,,6,,,,,1977-08-09,Jon,75.0,,Murphy,,Jon Murphy,Man of Faith,,,8.85,3.93,Orthodox,0.66,0.43,0.0,0.0,0.0,0.0,260.0,
1,2,,18,,,,,1992-06-06,Chris,68.0,,Fishgold,,Chris Fishgold,,,68.0,3.96,3.29,Orthodox,0.31,0.49,2.9,0.5,8.7,0.0,145.0,
0,4,,11,,,,,1982-03-12,Joe,69.0,,Benoit,,Joe Benoit,,,,0.0,0.0,Orthodox,0.0,1.0,0.0,0.0,0.0,0.0,170.0,
1,8,,1,,,,,1965-08-17,Masaaki,73.0,,Satake,,Masaaki Satake,,,,3.76,1.4,Orthodox,0.35,0.41,0.0,0.0,0.0,0.58,220.0,
0,4,,8,,,,,1974-08-02,Damir,72.0,,Mirenic,,Damir Mirenic,Wolf,,,9.86,0.84,Orthodox,0.5,0.35,0.0,0.0,0.0,0.0,185.0,
0,5,,4,,,,,1991-10-22,Amanda,63.0,,Cooper,,Amanda Cooper,ABC,,64.0,3.2,3.55,Switch,0.44,0.51,1.8,0.38,1.53,0.28,115.0,
1,5,1.0,16,,,,,1983-07-06,Gesias,68.0,,Cavalcante,,Gesias Cavalcante,JZ,,71.0,3.11,1.98,Orthodox,0.35,0.51,1.1,0.36,1.25,0.66,155.0,
0,5,1.0,21,,,,,1990-07-24,Fabricio,70.0,,Guerreiro,,Fabricio Guerreiro,,,,2.2,1.87,,0.31,0.67,0.0,0.5,2.0,0.0,145.0,
0,2,,13,,,,,1991-12-18,John,67.0,,Castaneda,,John Castaneda,Sexy Mexi,,70.0,1.87,3.2,Switch,0.46,0.71,0.0,0.28,2.0,0.66,135.0,
0,8,,22,,,,,1986-01-17,Tyler,75.0,,Stinson,,Tyler Stinson,The Evolution,,,4.6,2.8,,0.23,0.56,0.5,1.0,0.5,0.0,170.0,
0,2,,6,,,,,1978-10-15,Scott,74.0,,Lighty,,Scott Lighty,,,,4.24,2.91,,0.21,0.49,0.0,0.0,0.0,0.0,205.0,
0,5,,7,,,,,1991-06-24,Brian,74.0,,Camozzi,,Brian Camozzi,Mantis,,78.0,6.39,3.15,Orthodox,0.26,0.54,0.7,0.0,0.0,0.0,170.0,
0,1,,5,,,,,,Eric,72.0,,Wray,,Eric Wray,,,,3.12,1.76,Orthodox,0.48,0.28,2.0,0.66,4.07,0.0,170.0,
0,9,1.0,17,,,,,1981-03-03,Nick,66.0,,Gonzalez,,Nick Gonzalez,The Ghost,,,2.35,0.59,Orthodox,0.2,0.33,0.0,0.0,0.0,0.5,155.0,
0,2,,14,,,,,1985-03-04,Josh,66.0,,Emmett,,Josh Emmett,,,70.0,3.32,3.5,Orthodox,0.36,0.66,0.2,0.45,1.58,0.5,145.0,
1,8,,18,,,,,1980-11-13,John,70.0,,Hosman,,John Hosman,,,,1.52,1.11,Southpaw,0.38,0.45,0.0,0.0,0.0,0.46,135.0,
0,3,1.0,8,,,,,1990-02-26,Khalil,73.0,,Rountree Jr.,,Khalil Rountree Jr.,The War Horse,,76.0,3.29,2.3,Southpaw,0.34,0.38,0.3,0.0,0.0,0.5,205.0,
1,6,,5,,,,,,Anthony,64.0,,Figueroa,,Anthony Figueroa,,,,3.77,2.37,Orthodox,0.48,0.49,0.0,0.0,0.0,0.58,135.0,
0,1,,6,,,,,1993-07-01,Mario,69.0,,Bautista,,Mario Bautista,,,72.0,4.83,2.56,Switch,0.3,0.68,0.0,1.0,4.27,0.5,135.0,
0,5,,7,,,,,,Remo,,,Cardarelli,,Remo Cardarelli,,,,1.47,2.27,,0.47,0.59,0.0,0.0,0.0,1.0,135.0,
1,5,,12,,,,,1974-09-17,Mike,72.0,,Guymon,,Mike Guymon,The Joker,,74.0,0.79,2.75,Orthodox,0.65,0.66,1.2,0.37,1.87,0.54,170.0,
1,5,,1,,,,,1968-08-05,Tokimitsu,72.0,,Ishizawa,,Tokimitsu Ishizawa,Kendo Ka Shin,,,2.99,1.34,Orthodox,0.3,0.59,0.0,0.18,2.74,0.0,185.0,
0,8,,22,,,,,1989-10-11,Desmond,70.0,,Green,,Desmond Green,The Predator,,73.0,2.29,3.42,Southpaw,0.44,0.7,0.0,0.37,1.16,0.75,155.0,
0,6,,6,,,,,1973-07-26,Yukio,69.0,,Sakaguchi,,Yukio Sakaguchi,,,,2.4,0.3,Orthodox,0.25,0.5,9.0,1.0,4.5,0.0,185.0,
0,1,,4,,,,,1987-10-25,James,69.0,,Gray,,James Gray,The Phenom,,,18.26,2.61,Orthodox,0.5,0.44,0.0,0.0,0.0,0.0,135.0,
0,5,,5,,,,,1994-06-06,Xavier,65.0,,Siller,,Xavier Siller,Young Guns,,,1.53,1.02,,0.36,0.57,0.0,1.0,3.83,0.0,125.0,
0,2,,4,,,,,,TJ,67.0,,Hepburn,,TJ Hepburn,The Carnivore,,,0.13,0.73,,0.37,0.81,0.0,0.4,2.0,0.6,155.0,
0,3,,12,,,,,1992-04-23,Leonardo,74.0,,Silva,,Leonardo Silva,Cabecao,,,0.54,1.07,Orthodox,0.4,0.5,0.0,0.5,24.11,0.0,185.0,
0,4,1.0,12,,,,,1989-11-11,Yana,66.0,,Kunitskaya,,Yana Kunitskaya,Foxy,,68.0,4.01,5.24,Orthodox,0.5,0.5,0.5,0.53,3.14,0.0,135.0,
0,1,,5,,,,,,Blake,,,Watkins,,Blake Watkins,,,,7.64,5.45,,0.62,0.61,0.0,0.0,0.0,0.0,185.0,
0,6,,13,,,,,1983-06-29,Ricky,73.0,,Rainey,,Ricky Rainey,The Sniper,,77.0,2.62,2.55,Switch,0.48,0.46,0.0,0.18,0.95,0.55,170.0,
0,9,,28,,,,,1975-10-17,Joey,72.0,,Villasenor,,Joey Villasenor,Smokin' Joe,,,3.26,2.05,Orthodox,0.38,0.52,1.1,0.4,0.71,0.53,185.0,
0,3,,16,,,,,1993-05-08,Nathaniel,66.0,,Wood,,Nathaniel Wood,The Prospect,,69.0,2.94,4.24,Orthodox,0.42,0.58,2.0,0.66,2.05,0.8,135.0,
3,24,,19,,,,,1970-10-05,Hiromitsu,70.0,,Kanehara,,Hiromitsu Kanehara,,,,4.39,0.76,Orthodox,0.22,0.4,0.4,0.0,0.0,0.4,200.0,
0,4,,7,,,,,1980-08-05,Seth,70.0,,Dikun,,Seth Dikun,,,69.0,2.18,1.45,Orthodox,0.26,0.55,0.9,0.0,0.0,0.45,135.0,
0,4,,6,,,,,1980-04-21,Greg,70.0,,McIntyre,,Greg McIntyre,,,,1.36,0.79,Orthodox,0.3,0.41,0.0,0.5,5.09,0.0,155.0,
0,1,,8,,,,,1994-03-31,Felipe,69.0,,Colares,,Felipe Colares,Cabocao,,69.0,3.27,1.4,Orthodox,0.41,0.35,0.0,0.37,3.0,0.33,135.0,
0,4,,5,,,,,1993-01-16,Chris,70.0,,Avila,,Chris Avila,,,72.0,4.17,2.37,Orthodox,0.3,0.48,0.0,0.0,0.0,0.46,145.0,
3,14,1.0,8,,,,,,Hiroyuki,66.0,,Abe,,Hiroyuki Abe,Abe Ani,,,3.11,1.71,Orthodox,0.36,0.63,0.0,0.0,0.0,0.33,145.0,
2,23,,25,,,,,1979-11-23,Charles,68.0,,Bennett,,Charles Bennett,Krazy Horse,,,1.35,1.39,Orthodox,0.39,0.64,2.0,1.0,2.02,0.36,155.0,
1,18,1.0,12,,,,,,Bryson,71.0,,Kamaka,,Bryson Kamaka,,,,12.63,9.47,Orthodox,0.6,0.0,0.0,0.0,0.0,1.0,170.0,
1,17,,38,,,,,1978-03-28,Joe,70.0,,Pearson,,Joe Pearson,The Triangular Strangler,,,3.51,0.59,Orthodox,0.18,0.33,4.4,0.0,0.0,0.0,145.0,
0,2,,8,,,,,1989-05-01,David,69.0,,Teymur,,David Teymur,,,73.0,3.53,4.69,Southpaw,0.43,0.55,0.0,0.33,0.94,0.77,155.0,
1,13,1.0,16,,,,,,Johil,66.0,,de Oliveira,,Johil de Oliveira,,,,0.73,0.51,Orthodox,0.34,0.58,0.6,0.5,1.1,0.44,170.0,
0,1,,6,,,,,1992-09-04,Yazan,69.0,,Hajeh,,Yazan Hajeh,Yazzle Dazzle,,73.0,17.44,1.54,Orthodox,0.25,0.44,0.0,0.0,0.0,1.0,145.0,
0,0,,6,,,,,1989-04-24,Ronaldo,66.0,,Candido,,Ronaldo Candido,Pacman,,,3.87,1.67,Southpaw,0.42,0.52,5.0,0.53,8.0,0.0,125.0,
0,9,,8,,,,,,Ray,75.0,,Seraille,,Ray Seraille,,,,17.65,5.29,,0.27,0.41,0.0,0.0,0.0,0.0,246.0,
0,5,,23,,,,,1985-04-14,Jussier,65.0,,Formiga,,Jussier Formiga,Formiga,,67.0,2.05,1.37,Orthodox,0.39,0.66,0.6,0.4,1.97,0.86,125.0,
0,1,,4,,,,,,Clayton,,,MacFarlane,,Clayton MacFarlane,,,,1.82,1.33,,0.52,0.55,0.0,0.33,1.05,0.37,170.0,
7,9,,17,,,,,,Tomoya,67.0,,Miyashita,,Tomoya Miyashita,,,,0.93,1.67,Southpaw,0.65,0.33,2.0,0.8,4.0,0.0,139.0,
0,23,,33,,,,,1983-09-09,Harris,69.0,,Sarmiento,,Harris Sarmiento,The Hitman,,,3.46,0.84,Orthodox,0.25,0.36,0.0,0.6,2.36,0.57,155.0,
0,1,,0,,,,,1973-08-07,Jason,72.0,,Suttie,,Jason Suttie,Nobunaga,,,4.97,2.07,Orthodox,0.83,0.36,0.0,0.0,0.0,0.0,210.0,
0,2,,1,,,,,,Stephanie,66.0,,Webber,,Stephanie Webber,,,,3.85,0.91,,0.8,0.15,0.0,0.4,6.79,0.0,135.0,
0,6,,14,,,,,1985-11-29,Max,71.0,,Griffin,,Max Griffin,Pain,,76.0,3.81,4.28,Orthodox,0.5,0.5,0.2,0.37,0.61,0.6,170.0,
1,1,,10,,,,,1988-03-09,Drakkar,69.0,,Klose,,Drakkar Klose,,,70.0,3.33,3.45,Orthodox,0.5,0.56,0.0,0.3,1.6,0.7,155.0,
0,1,,4,,,,,1993-06-11,Luana,67.0,,Carolina,,Luana Carolina,Dread,,69.0,3.07,5.67,Orthodox,0.55,0.36,1.0,0.0,0.0,1.0,135.0,
0,2,,1,,,,,,Masanori,68.0,,Tonooka,,Masanori Tonooka,,,,1.09,0.16,Orthodox,0.05,0.36,0.0,0.0,0.0,0.0,185.0,
0,10,,9,,,,,1985-06-12,Nicdali,63.0,,Rivera-Calanoc,,Nicdali Rivera-Calanoc,The Night Queen,,,2.42,1.82,,0.2,0.78,0.0,0.0,0.0,0.0,105.0,
0,5,,17,,,,,1979-10-26,Alejandro,67.0,,Villalobos,,Alejandro Villalobos,,,,4.07,3.93,,0.46,0.67,0.0,0.5,1.0,0.0,145.0,
0,1,,0,,,,,,Sergey,69.0,,Ignatov,,Sergey Ignatov,,,,3.25,0.35,Orthodox,0.5,0.42,0.0,0.0,0.0,0.0,210.0,
0,2,,18,,,,,1995-10-17,Raulian,68.0,,Paiva,,Raulian Paiva,,,69.0,5.43,4.93,Orthodox,0.44,0.49,0.5,0.2,0.5,0.82,125.0,
0,0,,11,,,,,1989-07-06,Dmitry,75.0,,Sosnovskiy,,Dmitry Sosnovskiy,Wicked Machine,,77.0,2.53,2.95,Orthodox,0.7,0.35,3.2,0.66,3.16,1.0,240.0,
0,4,,9,,,,,1985-05-03,Kevin,64.0,,Gray,,Kevin Gray,Pocket Herc,,67.0,4.48,3.45,Orthodox,0.62,0.66,0.0,0.0,0.0,0.0,125.0,
0,2,,18,,,,,1991-02-03,Damir,70.0,,Ismagulov,,Damir Ismagulov,,,,1.6,3.27,Orthodox,0.47,0.69,0.0,0.45,2.5,0.0,155.0,
0,2,,6,,,,,,Nik,,,Theotikos,,Nik Theotikos,,,,5.48,0.0,Orthodox,0.0,0.19,4.8,0.0,0.0,0.0,185.0,
0,2,,11,,,,,1977-11-14,Jeremiah,69.0,,Billington,,Jeremiah Billington,,,,7.06,1.6,Orthodox,0.62,0.35,0.0,0.0,0.0,0.5,205.0,
0,3,,11,,,,,1987-04-21,Eryk,73.0,,Anders,,Eryk Anders,Ya Boi,,75.0,3.89,3.12,Southpaw,0.5,0.49,0.2,0.41,2.05,0.66,205.0,
0,1,,6,,,,,1993-07-05,Luis,75.0,,Pena,,Luis Pena,Violent Bob Ross,,76.0,2.74,2.48,Southpaw,0.37,0.52,0.5,0.23,1.34,0.46,145.0,
0,2,,7,,,,,,Mario,72.0,,Soto,,Mario Soto,Dr. Mario,,,5.23,1.43,,0.23,0.42,0.0,0.0,0.0,0.0,145.0,
0,5,1.0,5,,,,,1977-09-25,Kenneth,69.0,,Alexander,,Kenneth Alexander,The Machine,,,2.2,0.88,Orthodox,0.19,0.66,0.0,0.26,4.71,0.0,155.0,
0,3,1.0,3,,,,,,Ian,68.0,,Butler,,Ian Butler,,,,6.69,2.09,,0.14,0.36,0.0,0.0,0.0,0.5,155.0,
0,1,,12,,,,,1993-02-11,Petr,67.0,,Yan,,Petr Yan,No Mercy,,67.0,2.92,6.46,Switch,0.51,0.68,0.3,0.5,1.73,0.83,135.0,
