D,L,NC,W,dob,fname,height,lname,name,nick,reach,sapm,slpm,stance,str. acc,str. def,sub. avg,td acc,td avg,td def,weight
3,8,,14,1977-11-13,CJ,74.0,Fernandes,CJ Fernandes,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,170.0
0,1,,4,1971-12-11,Joao,73.0,Pierini,Joao Pierini,,,4.56,0.76,Switch,0.14,0.33,0.0,0.0,0.0,0.0,155.0
0,6,,13,1988-10-23,Andre,69.0,Soukhamthath,Andre Soukhamthath,The Asian Sensation,70.0,3.89,3.22,Orthodox,0.45,0.54,0.2,0.63,1.59,0.75,135.0
0,7,1.0,15,1980-07-30,Marius,69.0,Zaromskis,Marius Zaromskis,The Whitemare,,5.93,5.02,Orthodox,0.34,0.5,0.0,0.42,0.73,0.73,170.0
0,3,,6,1986-02-16,Mark,68.0,Eddiva,Mark Eddiva,,68.0,2.98,3.37,Orthodox,0.45,0.54,0.0,0.22,1.45,0.63,145.0
0,14,1.0,24,1980-10-02,Ed,73.0,Herman,Ed Herman,Short Fuse,77.0,3.05,3.18,Orthodox,0.49,0.44,1.3,0.51,2.41,0.6,205.0
0,8,1.0,9,1986-10-23,Jeremy,73.0,May,Jeremy May,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,185.0
1,8,1.0,19,1982-08-31,Daniel,72.0,Omielanczuk,Daniel Omielanczuk,,74.0,3.29,3.09,Southpaw,0.57,0.47,0.1,0.26,0.56,0.68,247.0
0,2,,8,1991-04-05,Josh,66.0,Paiva,Josh Paiva,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,125.0
0,4,,17,1991-12-26,Albert,71.0,Tumenov,Albert Tumenov,Einstein,73.0,3.34,3.76,Orthodox,0.42,0.58,0.0,0.2,0.2,0.75,170.0
0,5,,10,1985-12-03,Nina,65.0,Ansaroff,Nina Ansaroff,The Strina,64.0,3.31,5.09,Orthodox,0.46,0.55,0.7,0.4,0.34,0.8,115.0
0,5,,2,,Joe,75.0,Schilling,Joe Schilling,,,2.64,2.84,,0.52,0.48,0.0,0.0,0.0,0.44,185.0
0,4,,11,1991-06-24,Joby,66.0,Sanchez,Joby Sanchez,,68.0,2.82,3.22,Orthodox,0.36,0.63,0.4,0.71,0.95,0.51,135.0
0,6,,2,,Kevin,76.0,Rosier,Kevin Rosier,,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,275.0
2,4,,8,,Junya,,Kudo,Junya Kudo,,,4.44,1.85,Orthodox,0.71,0.33,0.0,0.0,0.0,0.0,135.0
0,3,1.0,14,1973-09-22,James,71.0,Lee,James Lee,,,3.72,1.4,Southpaw,0.42,0.27,7.0,0.5,13.95,0.0,205.0
0,3,,4,1970-07-08,Taiei,71.0,Kin,Taiei Kin,,,1.33,2.71,Orthodox,0.6,0.52,0.0,0.0,0.0,0.55,185.0
0,4,,13,1983-09-16,Pablo,73.0,Garza,Pablo Garza,The Scarecrow,73.0,2.7,3.37,Orthodox,0.44,0.5,1.3,0.25,0.94,0.15,145.0
0,3,,8,1986-04-08,Danny,72.0,Downes,Danny Downes,,72.0,3.53,1.66,Orthodox,0.34,0.37,0.5,0.0,0.0,0.37,155.0
0,1,,1,,Ion,,Cherdivara,Ion Cherdivara,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,205.0
3,11,1.0,18,1977-10-08,Jean,66.0,Silva,Jean Silva,White Bear,,2.93,0.73,Orthodox,0.22,0.52,0.0,0.0,0.0,0.0,160.0
0,3,1.0,17,,JJ,70.0,Ambrose,JJ Ambrose,,,6.32,3.16,Orthodox,0.69,0.33,0.0,0.0,0.0,0.5,170.0
1,12,,11,1973-11-07,Curtis,73.0,Stout,Curtis Stout,,,3.2,0.69,Southpaw,0.67,0.29,0.0,0.0,0.0,0.2,185.0
1,2,,6,1984-02-15,Alex,68.0,Soto,Alex Soto,Extremo,71.0,5.02,2.95,Southpaw,0.25,0.59,0.0,0.3,2.82,0.0,135.0
0,5,,5,,Federico,64.0,Lopez,Federico Lopez,Kiko,,5.35,1.78,Orthodox,0.23,0.3,0.0,0.0,0.0,0.0,139.0
0,4,,8,1980-08-14,Ricardo,70.0,Funch,Ricardo Funch,Golden Boy,76.0,3.57,2.61,Southpaw,0.65,0.4,0.0,0.18,1.24,0.6,170.0
0,1,,1,,Mark,69.0,Schultz,Mark Schultz,,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,200.0
0,6,,14,1985-04-25,Martin,73.0,Svensson,Martin Svensson,Big Swede,72.0,5.91,2.02,,0.38,0.38,0.0,0.0,0.0,0.0,155.0
2,20,1.0,29,1972-08-07,Brian,73.0,Gassaway,Brian Gassaway,,,3.65,0.34,Orthodox,0.26,0.44,0.0,0.0,0.0,0.42,170.0
0,2,,4,,Scott,,Ettling,Scott Ettling,,,0.54,0.0,,0.0,0.83,0.0,1.0,8.04,0.0,135.0
0,3,,9,1991-09-08,Maryna,67.0,Moroz,Maryna Moroz,Iron Lady,67.0,3.87,3.25,Orthodox,0.25,0.55,0.5,0.14,0.33,0.47,125.0
0,3,,15,1987-08-18,Joanna,66.0,Jedrzejczyk,Joanna Jedrzejczyk,,65.0,2.77,6.07,Orthodox,0.46,0.65,0.0,0.66,0.14,0.8,125.0
0,4,,1,,Jack,,McGlaughlin,Jack McGlaughlin,,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,
0,4,,6,1977-08-09,Jon,75.0,Murphy,Jon Murphy,Man of Faith,,8.85,3.93,Orthodox,0.66,0.43,0.0,0.0,0.0,0.0,260.0
1,2,,18,1992-06-06,Chris,68.0,Fishgold,Chris Fishgold,,68.0,3.96,3.29,Orthodox,0.31,0.49,2.9,0.5,8.7,0.0,145.0
0,8,1.0,21,1978-09-21,Josh,70.0,Thomson,Josh Thomson,The Punk,71.0,2.12,2.59,Orthodox,0.47,0.64,1.3,0.39,1.92,0.54,155.0
0,8,,20,1982-05-08,Jessica,63.0,Aguilar,Jessica Aguilar,Jag,63.0,7.19,4.93,Orthodox,0.5,0.53,0.2,0.25,0.94,0.5,115.0
0,2,,2,,Ryan,,Hayes,Ryan Hayes,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
0,1,,6,1993-08-26,Amanda,64.0,Ribas,Amanda Ribas,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,115.0
0,0,,3,1985-08-04,Christian,71.0,Uflacker,Christian Uflacker,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,170.0
0,2,,7,1988-08-26,Lance,71.0,Benoist,Lance Benoist,,73.0,2.7,3.68,Southpaw,0.51,0.56,0.0,0.33,1.5,0.61,170.0
0,2,,3,,Eric,68.0,Castile,Eric Castile,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,145.0
0,3,,13,1990-11-27,Lukasz,68.0,Sajewski,Lukasz Sajewski,Wookie,71.0,3.88,2.06,Orthodox,0.35,0.57,0.0,0.25,1.01,0.66,155.0
2,8,,13,1978-10-04,Milton,72.0,Vieira,Milton Vieira,Miltinho,72.0,2.36,1.13,Orthodox,0.35,0.48,0.7,0.53,2.67,0.12,145.0
0,3,,0,,Paulo,,Santos,Paulo Santos,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
0,16,,23,1981-01-10,Matt,72.0,Brown,Matt Brown,The Immortal,75.0,2.64,3.78,Orthodox,0.53,0.56,1.6,0.46,1.57,0.63,170.0
1,13,,28,1981-10-25,Keith,72.0,Wisniewski,Keith Wisniewski,The Polish Connection,75.0,4.86,2.32,Orthodox,0.52,0.42,0.3,0.4,1.57,0.78,170.0
0,2,,2,,Jarrod,68.0,Kwitty,Jarrod Kwitty,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,185.0
0,4,,15,1980-09-05,Jacob,69.0,Volkmann,Jacob Volkmann,Christmas,71.0,1.78,1.19,Southpaw,0.34,0.52,2.0,0.48,3.19,0.52,155.0
1,3,1.0,9,,Issac,,DeJesus,Issac DeJesus,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,145.0
1,8,1.0,7,1977-05-28,Andy,66.0,Wang,Andy Wang,,,10.29,3.43,Orthodox,0.36,0.62,0.0,0.0,0.0,0.0,155.0
0,9,,36,1975-09-07,Renato,73.0,Sobral,Renato Sobral,Babalu,75.0,1.53,2.23,Orthodox,0.45,0.57,2.6,0.42,2.48,0.65,205.0
0,1,,1,,Eric,,Magana,Eric Magana,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
0,4,,14,1987-12-16,Cody,72.0,McKenzie,Cody McKenzie,,72.0,2.5,1.74,Switch,0.34,0.67,2.5,0.25,2.5,0.14,155.0
0,4,,11,1982-03-12,Joe,69.0,Benoit,Joe Benoit,,,0.0,0.0,Orthodox,0.0,1.0,0.0,0.0,0.0,0.0,170.0
1,8,,1,1965-08-17,Masaaki,73.0,Satake,Masaaki Satake,,,3.76,1.4,Orthodox,0.35,0.41,0.0,0.0,0.0,0.58,220.0
0,1,,20,1996-02-04,Alex,70.0,Da Silva,Alex Da Silva,Leko,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,155.0
0,4,,3,1979-11-16,David,67.0,Kaplan,David Kaplan,Diamond,,4.32,2.88,Orthodox,0.46,0.67,0.7,0.43,4.88,0.0,155.0
0,4,,8,1974-08-02,Damir,72.0,Mirenic,Damir Mirenic,Wolf,,9.86,0.84,Orthodox,0.5,0.35,0.0,0.0,0.0,0.0,185.0
0,1,,8,,Ron,77.0,Sparks,Ron Sparks,The Monster,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,265.0
0,5,,4,1991-10-22,Amanda,63.0,Cooper,Amanda Cooper,ABC,64.0,3.2,3.55,Switch,0.44,0.51,1.8,0.38,1.53,0.28,115.0
0,1,,3,,Brett,,Albee,Brett Albee,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,225.0
0,4,,11,1980-04-27,Derek,73.0,Downey,Derek Downey,,,3.36,0.32,Orthodox,1.0,0.12,0.0,0.16,2.4,0.0,185.0
1,5,1.0,16,1983-07-06,Gesias,68.0,Cavalcante,Gesias Cavalcante,JZ,71.0,3.11,1.98,Orthodox,0.35,0.51,1.1,0.36,1.25,0.66,155.0
0,2,,0,1954-10-03,Branko,73.0,Cikatic,Branko Cikatic,,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,215.0
0,5,1.0,21,1990-07-24,Fabricio,70.0,Guerreiro,Fabricio Guerreiro,,,2.2,1.87,,0.31,0.67,0.0,0.5,2.0,0.0,145.0
0,2,,2,1978-04-28,Billy,70.0,Miles,Billy Miles,The Kid,,1.25,0.0,Orthodox,0.0,0.33,0.0,0.0,0.0,0.0,170.0
0,6,,4,,Chris,69.0,Yee,Chris Yee,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,185.0
7,16,,32,1974-10-07,Akihiro,67.0,Gono,Akihiro Gono,,68.0,2.67,2.18,Switch,0.48,0.63,0.5,0.84,1.01,0.46,170.0
0,2,,13,1991-12-18,John,67.0,Castaneda,John Castaneda,Sexy Mexi,70.0,1.87,3.2,Switch,0.46,0.71,0.0,0.28,2.0,0.66,135.0
0,2,,3,1986-03-23,Guilherme,72.0,Vasconcelos,Guilherme Vasconcelos,Bomba,74.0,4.4,3.27,Orthodox,0.29,0.7,0.0,0.0,0.0,0.0,185.0
0,1,,2,,Brandon,,Lowe,Brandon Lowe,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,155.0
0,3,,4,,Joey,74.0,Roberts,Joey Roberts,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,200.0
0,4,,21,1990-12-20,Robert,72.0,Whittaker,Robert Whittaker,The Reaper,73.0,3.65,4.82,Orthodox,0.4,0.61,0.0,0.57,0.37,0.84,185.0
0,0,,1,,Sione,72.0,Latu,Sione Latu,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,215.0
0,13,,6,,Joe,73.0,Charles,Joe Charles,The Ghetto Man,,0.0,0.0,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,260.0
1,4,,12,,Keith,72.0,Rockel,Keith Rockel,Rock,,0.21,1.13,Orthodox,0.73,0.66,4.6,0.75,4.63,1.0,185.0
0,3,,9,1981-05-01,Nissen,74.0,Osterneck,Nissen Osterneck,,,2.9,3.15,Orthodox,0.58,0.41,1.3,0.12,0.63,0.42,185.0
0,8,,22,1986-01-17,Tyler,75.0,Stinson,Tyler Stinson,The Evolution,,4.6,2.8,,0.23,0.56,0.5,1.0,0.5,0.0,170.0
0,0,,27,1988-09-20,Khabib,70.0,Nurmagomedov,Khabib Nurmagomedov,The Eagle,70.0,1.7,4.29,Orthodox,0.49,0.66,0.6,0.44,5.09,0.84,155.0
0,2,,6,1978-10-15,Scott,74.0,Lighty,Scott Lighty,,,4.24,2.91,,0.21,0.49,0.0,0.0,0.0,0.0,205.0
0,5,,7,1991-06-24,Brian,74.0,Camozzi,Brian Camozzi,Mantis,78.0,6.39,3.15,Orthodox,0.26,0.54,0.7,0.0,0.0,0.0,170.0
0,4,,16,1982-02-24,Fernando,66.0,Bruno,Fernando Bruno,Acougueiro,70.0,1.78,1.75,,0.39,0.48,0.5,0.22,2.02,0.56,145.0
0,6,,13,,Albert,68.0,Rios,Albert Rios,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,145.0
0,1,,5,,Eric,72.0,Wray,Eric Wray,,,3.12,1.76,Orthodox,0.48,0.28,2.0,0.66,4.07,0.0,170.0
0,1,,0,1964-07-16,Eldo,71.0,Xavier Dias,Eldo Xavier Dias,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,180.0
0,9,1.0,17,1981-03-03,Nick,66.0,Gonzalez,Nick Gonzalez,The Ghost,,2.35,0.59,Orthodox,0.2,0.33,0.0,0.0,0.0,0.5,155.0
0,11,1.0,23,1979-01-13,Dennis,66.0,Siver,Dennis Siver,,70.0,2.67,3.87,Orthodox,0.32,0.65,0.3,0.32,0.87,0.65,145.0
1,2,,8,,Herman,,Terrado,Herman Terrado,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,170.0
0,3,,10,,Neil,70.0,Wain,Neil Wain,Old School,,8.57,2.64,Orthodox,0.5,0.43,0.0,0.0,0.0,0.5,242.0
0,4,,9,,Lorenzo,75.0,Hood,Lorenzo Hood,The Samoan Silverback,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,265.0
0,16,1.0,22,,Edwin,70.0,Aguilar,Edwin Aguilar,Tigre,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,185.0
0,2,,14,1985-03-04,Josh,66.0,Emmett,Josh Emmett,,70.0,3.32,3.5,Orthodox,0.36,0.66,0.2,0.45,1.58,0.5,145.0
1,7,,10,1982-08-17,Leslie,69.0,Smith,Leslie Smith,The Peacemaker,66.0,8.41,7.56,Orthodox,0.4,0.51,0.0,0.0,0.0,0.62,135.0
1,8,,18,1980-11-13,John,70.0,Hosman,John Hosman,,,1.52,1.11,Southpaw,0.38,0.45,0.0,0.0,0.0,0.46,135.0
0,4,,12,1985-11-23,Jason,71.0,Saggo,Jason Saggo,,71.0,2.94,2.5,Orthodox,0.39,0.52,0.0,0.4,2.33,0.23,155.0
1,8,,23,1984-07-18,Alexander,75.0,Yakovlev,Alexander Yakovlev,Russian Thunder,74.0,2.73,1.89,Southpaw,0.46,0.56,0.0,0.3,1.23,0.72,155.0
0,6,,10,1978-08-02,Jeff,67.0,Hougland,Jeff Hougland,Hellbound,68.0,3.46,1.86,Orthodox,0.48,0.47,1.1,0.18,0.86,0.0,135.0
0,3,,9,1985-12-07,Justin,70.0,Patterson,Justin Patterson,The Tactician,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,170.0
0,3,1.0,8,1990-02-26,Khalil,73.0,Rountree Jr.,Khalil Rountree Jr.,The War Horse,76.0,3.29,2.3,Southpaw,0.34,0.38,0.3,0.0,0.0,0.5,205.0
1,6,,5,,Anthony,64.0,Figueroa,Anthony Figueroa,,,3.77,2.37,Orthodox,0.48,0.49,0.0,0.0,0.0,0.58,135.0
0,7,,11,1976-02-13,Dean,73.0,Lister,Dean Lister,The Boogeyman,75.0,1.89,1.26,Orthodox,0.35,0.61,1.1,0.15,1.58,0.5,185.0
0,1,,6,1993-07-01,Mario,69.0,Bautista,Mario Bautista,,72.0,4.83,2.56,Switch,0.3,0.68,0.0,1.0,4.27,0.5,135.0
0,4,,9,1982-11-30,Len,69.0,Bentley,Len Bentley,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,155.0
0,8,,17,1977-04-04,Stephan,76.0,Bonnar,Stephan Bonnar,The American Psycho,78.0,3.01,2.76,Orthodox,0.38,0.52,1.0,0.4,1.32,0.6,205.0
0,5,,7,,Remo,,Cardarelli,Remo Cardarelli,,,1.47,2.27,,0.47,0.59,0.0,0.0,0.0,1.0,135.0
0,1,,3,1985-08-01,Dominic,70.0,Clark,Dominic Clark,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,155.0
1,5,,12,1974-09-17,Mike,72.0,Guymon,Mike Guymon,The Joker,74.0,0.79,2.75,Orthodox,0.65,0.66,1.2,0.37,1.87,0.54,170.0
1,5,,1,1968-08-05,Tokimitsu,72.0,Ishizawa,Tokimitsu Ishizawa,Kendo Ka Shin,,2.99,1.34,Orthodox,0.3,0.59,0.0,0.18,2.74,0.0,185.0
0,3,,2,,Tommy,,Petersen,Tommy Petersen,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,155.0
0,2,,3,,Jason,,Sharp,Jason Sharp,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,205.0
1,6,,15,1991-11-27,Vicente,71.0,Luque,Vicente Luque,The Silent Assassin,75.0,4.67,5.13,Orthodox,0.57,0.54,1.2,0.5,1.19,0.62,170.0
0,3,,4,1985-07-22,Ian,72.0,Rammel,Ian Rammel,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,185.0
0,8,,22,1989-10-11,Desmond,70.0,Green,Desmond Green,The Predator,73.0,2.29,3.42,Southpaw,0.44,0.7,0.0,0.37,1.16,0.75,155.0
0,6,,6,1973-07-26,Yukio,69.0,Sakaguchi,Yukio Sakaguchi,,,2.4,0.3,Orthodox,0.25,0.5,9.0,1.0,4.5,0.0,185.0
0,2,,15,1985-03-28,Joe,69.0,Ellenberger,Joe Ellenberger,Excalibur,72.0,3.45,1.62,Orthodox,0.47,0.48,1.1,0.4,3.17,0.0,155.0
0,1,,4,1987-10-25,James,69.0,Gray,James Gray,The Phenom,,18.26,2.61,Orthodox,0.5,0.44,0.0,0.0,0.0,0.0,135.0
0,5,,5,1994-06-06,Xavier,65.0,Siller,Xavier Siller,Young Guns,,1.53,1.02,,0.36,0.57,0.0,1.0,3.83,0.0,125.0
0,2,,4,,TJ,67.0,Hepburn,TJ Hepburn,The Carnivore,,0.13,0.73,,0.37,0.81,0.0,0.4,2.0,0.6,155.0
0,3,,12,1992-04-23,Leonardo,74.0,Silva,Leonardo Silva,Cabecao,,0.54,1.07,Orthodox,0.4,0.5,0.0,0.5,24.11,0.0,185.0
0,4,1.0,12,1989-11-11,Yana,66.0,Kunitskaya,Yana Kunitskaya,Foxy,68.0,4.01,5.24,Orthodox,0.5,0.5,0.5,0.53,3.14,0.0,135.0
0,1,,5,,Blake,,Watkins,Blake Watkins,,,7.64,5.45,,0.62,0.61,0.0,0.0,0.0,0.0,185.0
0,11,,20,1985-04-16,Nate,72.0,Diaz,Nate Diaz,,76.0,3.69,4.64,Southpaw,0.44,0.54,1.4,0.3,1.17,0.45,170.0
0,6,,13,1983-06-29,Ricky,73.0,Rainey,Ricky Rainey,The Sniper,77.0,2.62,2.55,Switch,0.48,0.46,0.0,0.18,0.95,0.55,170.0
0,6,,6,1973-07-14,Mostapha,74.0,Al-Turk,Mostapha Al-Turk,,77.0,3.61,1.36,Orthodox,0.19,0.53,0.0,0.0,0.0,0.0,245.0
0,6,,22,1984-08-02,Zak,72.0,Cummings,Zak Cummings,,75.0,2.96,2.66,Southpaw,0.32,0.52,0.8,0.3,0.95,0.66,185.0
0,9,,28,1975-10-17,Joey,72.0,Villasenor,Joey Villasenor,Smokin' Joe,,3.26,2.05,Orthodox,0.38,0.52,1.1,0.4,0.71,0.53,185.0
0,6,,9,1988-12-01,Richard,72.0,Walsh,Richard Walsh,Filthy Rich,73.0,2.72,3.84,,0.46,0.58,0.2,0.4,1.55,0.66,170.0
0,3,,16,1993-05-08,Nathaniel,66.0,Wood,Nathaniel Wood,The Prospect,69.0,2.94,4.24,Orthodox,0.42,0.58,2.0,0.66,2.05,0.8,135.0
0,1,,2,,Johnny,72.0,Rhodes,Johnny Rhodes,,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,210.0
0,2,,3,,Fabio,72.0,Gurgel,Fabio Gurgel,,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,205.0
3,24,,19,1970-10-05,Hiromitsu,70.0,Kanehara,Hiromitsu Kanehara,,,4.39,0.76,Orthodox,0.22,0.4,0.4,0.0,0.0,0.4,200.0
0,4,,7,1980-08-05,Seth,70.0,Dikun,Seth Dikun,,69.0,2.18,1.45,Orthodox,0.26,0.55,0.9,0.0,0.0,0.45,135.0
0,4,,6,1980-04-21,Greg,70.0,McIntyre,Greg McIntyre,,,1.36,0.79,Orthodox,0.3,0.41,0.0,0.5,5.09,0.0,155.0
1,7,,9,1985-08-10,Randa,64.0,Markos,Randa Markos,Quiet Storm,63.0,3.17,2.92,Orthodox,0.41,0.61,0.3,0.28,1.67,0.53,115.0
0,1,,8,1994-03-31,Felipe,69.0,Colares,Felipe Colares,Cabocao,69.0,3.27,1.4,Orthodox,0.41,0.35,0.0,0.37,3.0,0.33,135.0
1,3,,3,1982-05-22,John,,Richard,John Richard,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,205.0
2,3,,7,1972-08-27,Kamal,68.0,Shalorus,Kamal Shalorus,Prince of Persia,68.0,2.99,3.06,Orthodox,0.32,0.7,0.0,0.5,2.07,0.8,155.0
0,9,,15,1981-01-05,Trevor,75.0,Smith,Trevor Smith,Hot Sauce,75.0,3.02,3.34,Orthodox,0.57,0.51,0.8,0.32,1.86,0.62,185.0
0,5,,11,,Jeremiah,70.0,Labiano,Jeremiah Labiano,The Kid,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,135.0
0,4,,5,1993-01-16,Chris,70.0,Avila,Chris Avila,,72.0,4.17,2.37,Orthodox,0.3,0.48,0.0,0.0,0.0,0.46,145.0
3,14,1.0,8,,Hiroyuki,66.0,Abe,Hiroyuki Abe,Abe Ani,,3.11,1.71,Orthodox,0.36,0.63,0.0,0.0,0.0,0.33,145.0
0,11,1.0,21,1984-04-26,Cole,73.0,Miller,Cole Miller,Magrinho,74.0,3.88,3.0,Orthodox,0.33,0.59,1.8,0.36,0.6,0.38,145.0
2,23,,25,1979-11-23,Charles,68.0,Bennett,Charles Bennett,Krazy Horse,,1.35,1.39,Orthodox,0.39,0.64,2.0,1.0,2.02,0.36,155.0
1,18,1.0,12,,Bryson,71.0,Kamaka,Bryson Kamaka,,,12.63,9.47,Orthodox,0.6,0.0,0.0,0.0,0.0,1.0,170.0
0,4,,15,1988-03-30,Dan,70.0,Lauzon,Dan Lauzon,The Upgrade,,4.09,1.34,Orthodox,0.25,0.61,2.7,0.33,1.63,0.8,155.0
0,4,,8,1987-02-05,Kyle,67.0,Bochniak,Kyle Bochniak,Crash,70.0,4.73,2.6,Orthodox,0.32,0.58,0.0,0.18,1.17,0.62,145.0
1,17,,38,1978-03-28,Joe,70.0,Pearson,Joe Pearson,The Triangular Strangler,,3.51,0.59,Orthodox,0.18,0.33,4.4,0.0,0.0,0.0,145.0
0,6,,22,1984-03-06,Anthony,74.0,Johnson,Anthony Johnson,Rumble,78.0,1.83,3.25,Orthodox,0.47,0.6,0.6,0.57,2.43,0.77,205.0
1,6,,23,1984-06-16,Hacran,68.0,Dias,Hacran Dias,Barnabe,69.0,3.31,2.08,Orthodox,0.41,0.55,0.5,0.39,2.5,0.76,155.0
0,2,,8,1989-05-01,David,69.0,Teymur,David Teymur,,73.0,3.53,4.69,Southpaw,0.43,0.55,0.0,0.33,0.94,0.77,155.0
1,13,1.0,16,,Johil,66.0,de Oliveira,Johil de Oliveira,,,0.73,0.51,Orthodox,0.34,0.58,0.6,0.5,1.1,0.44,170.0
0,3,,4,1982-10-29,Abram,70.0,Torres,Abram Torres,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,170.0
0,1,,6,1992-09-04,Yazan,69.0,Hajeh,Yazan Hajeh,Yazzle Dazzle,73.0,17.44,1.54,Orthodox,0.25,0.44,0.0,0.0,0.0,1.0,145.0
0,0,,6,1989-04-24,Ronaldo,66.0,Candido,Ronaldo Candido,Pacman,,3.87,1.67,Southpaw,0.42,0.52,5.0,0.53,8.0,0.0,125.0
0,6,,4,1983-07-03,Danny,71.0,Abbadi,Danny Abbadi,The Assassin,,4.41,3.29,Orthodox,0.38,0.57,0.0,0.0,0.0,0.77,155.0
0,9,,8,,Ray,75.0,Seraille,Ray Seraille,,,17.65,5.29,,0.27,0.41,0.0,0.0,0.0,0.0,246.0
0,5,,23,1985-04-14,Jussier,65.0,Formiga,Jussier Formiga,Formiga,67.0,2.05,1.37,Orthodox,0.39,0.66,0.6,0.4,1.97,0.86,125.0
0,1,,2,1979-12-16,Peggy,73.0,Morgan,Peggy Morgan,The Daywalker,70.0,8.2,2.27,,0.23,0.33,0.0,0.0,0.0,0.5,135.0
0,6,,13,1980-08-12,Frankie,66.0,Saenz,Frankie Saenz,,66.0,3.15,3.97,Orthodox,0.46,0.54,0.1,0.32,1.77,0.62,135.0
0,13,,16,1979-08-30,Neil,64.0,Seery,Neil Seery,2Tap,64.0,3.79,3.56,Orthodox,0.41,0.58,1.6,0.27,0.78,0.53,125.0
0,1,,1,1967-06-10,Eddie,67.0,Ruiz,Eddie Ruiz,,,1.4,0.2,Orthodox,0.25,0.47,0.0,0.12,2.0,0.0,155.0
0,1,,4,,Clayton,,MacFarlane,Clayton MacFarlane,,,1.82,1.33,,0.52,0.55,0.0,0.33,1.05,0.37,170.0
0,4,,4,,Andrew,73.0,Ramm,Andrew Ramm,The,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,160.0
0,15,,32,1970-08-24,Dan,71.0,Henderson,Dan Henderson,Hendo,74.0,2.7,2.44,Orthodox,0.47,0.51,0.3,0.52,1.52,0.57,185.0
0,8,,16,,Victor,72.0,Valimaki,Victor Valimaki,The Matrix,,2.99,3.94,Orthodox,0.3,0.67,0.0,0.14,0.9,0.0,205.0
2,5,,10,1971-04-20,Allan,72.0,Goes,Allan Goes,,,1.35,0.64,Orthodox,0.52,0.41,2.6,0.4,1.75,0.0,205.0
0,8,,18,1976-11-19,Alexandre,69.0,Barros,Alexandre Barros,Baixinho,,4.05,0.98,Southpaw,0.4,0.36,0.0,0.5,1.84,1.0,170.0
0,4,,1,,Todd,73.0,Butler,Todd Butler,,,0.0,0.0,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,200.0
0,1,,5,1988-05-28,Tina,62.0,Lahdemaki,Tina Lahdemaki,Jelly Bean,62.0,4.67,1.93,Orthodox,0.2,0.57,0.0,0.0,0.0,0.16,115.0
0,0,,16,1979-02-20,Phillip,71.0,Miller,Phillip Miller,,,1.93,1.61,Orthodox,0.54,0.5,0.6,0.25,3.62,1.0,185.0
